unit_id,rule_id,rule_name,testable_from_open_data,outcome,passed,observed
lcdb1000007723,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000007723,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000007723,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000007723,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000007794,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1.7806; contiguous_plantable_ha=none
lcdb1000007794,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=74.493; erosion_core=yes; area_perimeter_m=56.794
lcdb1000007794,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000007794,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000007794,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Surface Mine or Dump
lcdb1000007794,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000007794,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000007794,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000007794,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000007794,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000007794,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008093,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1.1045; contiguous_plantable_ha=none
lcdb1000008093,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=74.233; erosion_core=yes; area_perimeter_m=49.524
lcdb1000008093,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008093,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008093,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Surface Mine or Dump
lcdb1000008093,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008093,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008093,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008093,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008093,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008093,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008094,R-01,Area at least 1 hectare,yes,pass,True,area_ha=17.1626; contiguous_plantable_ha=none
lcdb1000008094,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=133.034; erosion_core=yes; area_perimeter_m=120.598
lcdb1000008094,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008094,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008094,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Surface Mine or Dump
lcdb1000008094,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008094,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008094,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008094,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008094,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008094,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008518-part-1,R-01,Area at least 1 hectare,yes,pass,True,area_ha=2.7585; contiguous_plantable_ha=none
lcdb1000008518-part-1,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=31.202; erosion_core=yes; area_perimeter_m=30.139
lcdb1000008518-part-1,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008518-part-1,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008518-part-1,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008518-part-1,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008518-part-1,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008518-part-1,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008518-part-1,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008518-part-1,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008518-part-1,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008518-part-2,R-01,Area at least 1 hectare,yes,pass,True,area_ha=2.0327; contiguous_plantable_ha=none
lcdb1000008518-part-2,R-02,Average width at least 30 metres,proxy,fail,False,equivalent_rectangle_m=26.472; erosion_core=yes; area_perimeter_m=25.590
lcdb1000008518-part-2,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=240.23; overlap_pct=1.1818; sliver_filtered_m2=0.00
lcdb1000008518-part-2,R-04,No material supplied public-conservation overlap,yes,advisory,,overlap_m2=787.54; overlap_pct=3.8744; sliver_filtered_m2=0.00
lcdb1000008518-part-2,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008518-part-2,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008518-part-2,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008518-part-2,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008518-part-2,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008518-part-2,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008518-part-2,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008518-part-3,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1.3103; contiguous_plantable_ha=none
lcdb1000008518-part-3,R-02,Average width at least 30 metres,proxy,fail,False,equivalent_rectangle_m=29.804; erosion_core=yes; area_perimeter_m=27.912
lcdb1000008518-part-3,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008518-part-3,R-04,No material supplied public-conservation overlap,yes,fail,False,overlap_m2=8918.33; overlap_pct=68.0609; sliver_filtered_m2=8566.42
lcdb1000008518-part-3,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008518-part-3,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008518-part-3,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008518-part-3,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008518-part-3,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008518-part-3,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008518-part-3,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008521,R-01,Area at least 1 hectare,yes,pass,True,area_ha=13.4316; contiguous_plantable_ha=none
lcdb1000008521,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=64.998; erosion_core=yes; area_perimeter_m=63.016
lcdb1000008521,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=962.61; overlap_pct=0.7167; sliver_filtered_m2=469.84
lcdb1000008521,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008521,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008521,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008521,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008521,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008521,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008521,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008521,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008522,R-01,Area at least 1 hectare,yes,pass,True,area_ha=9.2090; contiguous_plantable_ha=none
lcdb1000008522,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=60.088; erosion_core=yes; area_perimeter_m=57.821
lcdb1000008522,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=64.33; overlap_pct=0.0699; sliver_filtered_m2=0.00
lcdb1000008522,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008522,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008522,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008522,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008522,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008522,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008522,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008522,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008523-part-1,R-01,Area at least 1 hectare,yes,pass,True,area_ha=2.7862; contiguous_plantable_ha=none
lcdb1000008523-part-1,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=64.825; erosion_core=yes; area_perimeter_m=56.329
lcdb1000008523-part-1,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008523-part-1,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008523-part-1,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008523-part-1,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008523-part-1,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008523-part-1,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008523-part-1,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008523-part-1,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008523-part-1,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008523-part-2,R-01,Area at least 1 hectare,yes,fail,False,area_ha=0.6369; contiguous_plantable_ha=none
lcdb1000008523-part-2,R-02,Average width at least 30 metres,proxy,fail,False,equivalent_rectangle_m=24.718; erosion_core=yes; area_perimeter_m=22.554
lcdb1000008523-part-2,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008523-part-2,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008523-part-2,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008523-part-2,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008523-part-2,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008523-part-2,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008523-part-2,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008523-part-2,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008523-part-2,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008525,R-01,Area at least 1 hectare,yes,pass,True,area_ha=2.8871; contiguous_plantable_ha=none
lcdb1000008525,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=34.919; erosion_core=yes; area_perimeter_m=33.504
lcdb1000008525,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008525,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008525,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008525,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008525,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008525,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008525,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008525,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008525,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008545-part-1,R-01,Area at least 1 hectare,yes,pass,True,area_ha=3.6156; contiguous_plantable_ha=none
lcdb1000008545-part-1,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=35.369; erosion_core=yes; area_perimeter_m=34.186
lcdb1000008545-part-1,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=1008.34; overlap_pct=2.7889; sliver_filtered_m2=794.29
lcdb1000008545-part-1,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008545-part-1,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008545-part-1,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008545-part-1,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008545-part-1,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008545-part-1,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008545-part-1,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008545-part-1,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008545-part-2,R-01,Area at least 1 hectare,yes,fail,False,area_ha=0.3234; contiguous_plantable_ha=none
lcdb1000008545-part-2,R-02,Average width at least 30 metres,proxy,fail,False,equivalent_rectangle_m=15.155; erosion_core=no; area_perimeter_m=14.150
lcdb1000008545-part-2,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=4.93; overlap_pct=0.1523; sliver_filtered_m2=0.00
lcdb1000008545-part-2,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008545-part-2,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008545-part-2,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008545-part-2,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008545-part-2,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008545-part-2,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008545-part-2,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008545-part-2,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008545-part-3,R-01,Area at least 1 hectare,yes,fail,False,area_ha=0.0331; contiguous_plantable_ha=none
lcdb1000008545-part-3,R-02,Average width at least 30 metres,proxy,fail,False,equivalent_rectangle_m=4.299; erosion_core=no; area_perimeter_m=4.072
lcdb1000008545-part-3,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=143.85; overlap_pct=43.4050; sliver_filtered_m2=0.00
lcdb1000008545-part-3,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008545-part-3,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008545-part-3,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008545-part-3,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008545-part-3,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008545-part-3,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008545-part-3,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008545-part-3,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008552-part-1,R-01,Area at least 1 hectare,yes,pass,True,area_ha=43.8836; contiguous_plantable_ha=none
lcdb1000008552-part-1,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=64.811; erosion_core=yes; area_perimeter_m=64.197
lcdb1000008552-part-1,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=14788.18; overlap_pct=3.3699; sliver_filtered_m2=10743.19
lcdb1000008552-part-1,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008552-part-1,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008552-part-1,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008552-part-1,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008552-part-1,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008552-part-1,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008552-part-1,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008552-part-1,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008552-part-2,R-01,Area at least 1 hectare,yes,fail,False,area_ha=0.4679; contiguous_plantable_ha=none
lcdb1000008552-part-2,R-02,Average width at least 30 metres,proxy,fail,False,equivalent_rectangle_m=15.323; erosion_core=no; area_perimeter_m=14.591
lcdb1000008552-part-2,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=129.42; overlap_pct=2.7659; sliver_filtered_m2=0.00
lcdb1000008552-part-2,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008552-part-2,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008552-part-2,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008552-part-2,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008552-part-2,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008552-part-2,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008552-part-2,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008552-part-2,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008554,R-01,Area at least 1 hectare,yes,pass,True,area_ha=22.6188; contiguous_plantable_ha=none
lcdb1000008554,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=52.626; erosion_core=yes; area_perimeter_m=51.989
lcdb1000008554,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008554,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008554,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008554,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008554,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008554,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008554,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008554,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008554,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008556,R-01,Area at least 1 hectare,yes,pass,True,area_ha=4.9569; contiguous_plantable_ha=none
lcdb1000008556,R-02,Average width at least 30 metres,proxy,fail,False,equivalent_rectangle_m=25.823; erosion_core=yes; area_perimeter_m=25.480
lcdb1000008556,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008556,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008556,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008556,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008556,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008556,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008556,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008556,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008556,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008559,R-01,Area at least 1 hectare,yes,pass,True,area_ha=43.1852; contiguous_plantable_ha=none
lcdb1000008559,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=94.848; erosion_core=yes; area_perimeter_m=92.912
lcdb1000008559,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008559,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008559,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Gravel and Rock
lcdb1000008559,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008559,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008559,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008559,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008559,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008559,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008560,R-01,Area at least 1 hectare,yes,pass,True,area_ha=5.8623; contiguous_plantable_ha=none
lcdb1000008560,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=96.324; erosion_core=yes; area_perimeter_m=83.162
lcdb1000008560,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008560,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008560,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008560,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008560,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008560,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008560,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008560,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008560,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008561,R-01,Area at least 1 hectare,yes,pass,True,area_ha=2.5073; contiguous_plantable_ha=none
lcdb1000008561,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=82.459; erosion_core=yes; area_perimeter_m=64.867
lcdb1000008561,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008561,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008561,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008561,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008561,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008561,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008561,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008561,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008561,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008562,R-01,Area at least 1 hectare,yes,fail,False,area_ha=0.6460; contiguous_plantable_ha=none
lcdb1000008562,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=51.169; erosion_core=yes; area_perimeter_m=36.412
lcdb1000008562,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008562,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008562,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Sand and Gravel
lcdb1000008562,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000008562,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000008562,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000008562,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000008562,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000008562,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000008563,R-01,Area at least 1 hectare,yes,pass,True,area_ha=7.2157; contiguous_plantable_ha=none
lcdb1000008563,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=53.788; erosion_core=yes; area_perimeter_m=51.715
lcdb1000008563,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000008563,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
