unit_id,width_area_perimeter_m,area_perimeter_pass,width_equivalent_rectangle_m,equivalent_rectangle_pass,erosion_core_pass,methods_disagree
lcdb1000021106,31.522,True,42.207,True,True,False
lcdb1000021109,82.842,True,83.466,True,True,False
lcdb1000021111,23.513,False,33.539,True,True,False
lcdb1000021112,70.11,True,70.558,True,True,False
lcdb1000021115,34.749,True,36.751,True,True,False
lcdb1000021118,59.925,True,60.087,True,True,False
lcdb1000021119,64.727,True,65.273,True,True,False
lcdb1000021127,42.712,True,42.801,True,True,False
lcdb1000021130,36.598,True,38.573,True,True,False
lcdb1000021132,53.999,True,54.335,True,True,False
lcdb1000021141,59.837,True,60.239,True,True,False
lcdb1000021154,64.189,True,64.402,True,True,False
lcdb1000021156,45.981,True,48.19,True,True,False
lcdb1000021159,63.037,True,63.257,True,True,False
lcdb1000021174,55.542,True,55.708,True,True,False
lcdb1000021176,55.367,True,56.798,True,True,False
lcdb1000021178,56.004,True,57.29,True,True,False
lcdb1000021196-part-1,28.916,False,29.176,False,True,True
lcdb1000021196-part-2,47.249,True,50.863,True,True,False
lcdb1000021198,70.058,True,70.131,True,True,False
lcdb1000021211,41.294,True,42.327,True,True,False
lcdb1000021222,46.499,True,46.923,True,True,False
lcdb1000021223,57.142,True,57.827,True,True,False
lcdb1000021224,0.487,False,0.548,False,False,False
lcdb1000021377,15.467,False,15.708,False,True,True
lcdb1000021378,17.612,False,18.16,False,True,True
lcdb1000021379,13.129,False,13.552,False,False,False
lcdb1000021389,106.315,True,130.312,True,True,False
lcdb1000021396-part-1,39.996,True,42.623,True,True,False
lcdb1000021396-part-2,67.015,True,91.633,True,True,False
lcdb1000021396-part-3,17.718,False,19.673,False,False,False
lcdb1000021396-part-4,15.933,False,20.777,False,True,True
lcdb1000021563-part-1,2.466,False,2.565,False,False,False
lcdb1000021563-part-2,1.635,False,1.713,False,False,False
lcdb1000021564,26.013,False,37.045,True,True,False
lcdb1000021565-part-1,147.172,True,151.539,True,True,False
lcdb1000021565-part-2,28.065,False,32.59,True,True,False
lcdb1000021565-part-3,3.875,False,4.043,False,False,False
lcdb1000021565-part-4,6.425,False,7.893,False,False,False
lcdb1000021565-part-5,1.825,False,1.91,False,False,False
lcdb1000021565-part-6,1.562,False,1.653,False,False,False
lcdb1000021681-part-1,24.254,False,25.78,False,True,True
lcdb1000021681-part-2,8.57,False,9.562,False,False,False
lcdb1000022783,11.214,False,11.979,False,False,False
lcdb1000022800,54.46,True,69.123,True,True,False
lcdb1000025536,63.187,True,78.293,True,True,False
lcdb1000025622,67.301,True,98.66,True,True,False
lcdb1000028558,176.08,True,214.652,True,True,False
lcdb1000028559,124.983,True,184.468,True,True,False
lcdb1000028560,61.517,True,85.65,True,True,False
lcdb1000028562,95.46,True,117.991,True,True,False
lcdb1000028599,47.964,True,55.175,True,True,False
lcdb1000028681,118.552,True,164.374,True,True,False
lcdb1000028682,145.795,True,183.714,True,True,False
lcdb1000028683,113.773,True,145.799,True,True,False
lcdb1000028687,85.351,True,133.626,True,True,False
lcdb1000028903,39.103,True,41.289,True,True,False
lcdb1000028908,25.711,False,31.411,True,True,False
lcdb1000029195,117.057,True,139.162,True,True,False
lcdb1000029268,41.306,True,44.383,True,True,False
lcdb1000029691,104.476,True,114.978,True,True,False
lcdb1000029692,72.156,True,75.616,True,True,False
lcdb1000029696,57.664,True,69.942,True,True,False
lcdb1000029697,127.932,True,152.395,True,True,False
lcdb1000029700,20.325,False,22.275,False,True,True
lcdb1000029704,28.996,False,51.908,True,True,False
lcdb1000030332,58.808,True,66.733,True,True,False
lcdb1000030333,71.016,True,96.361,True,True,False
lcdb1000030334,47.998,True,57.648,True,True,False
lcdb1000030410,127.414,True,142.953,True,True,False
lcdb1000030411,31.603,True,37.13,True,True,False
lcdb1000030412,67.928,True,71.397,True,True,False
lcdb1000030413,68.082,True,71.345,True,True,False
lcdb1000030414,53.729,True,57.555,True,True,False
lcdb1000031897,46.632,True,52.52,True,True,False
lcdb1000031898,52.354,True,63.811,True,True,False
lcdb1000034129,101.391,True,117.696,True,True,False
lcdb1000034231,62.505,True,86.789,True,True,False
lcdb1000034242,61.023,True,63.944,True,True,False
lcdb1000034275,32.63,True,42.493,True,True,False
lcdb1000034279,36.243,True,49.241,True,True,False
lcdb1000034304,43.983,True,50.179,True,True,False
lcdb1000034308,291.254,True,315.252,True,True,False
lcdb1000034316,331.331,True,341.276,True,True,False
lcdb1000034346,66.836,True,69.974,True,True,False
lcdb1000034368,87.132,True,103.066,True,True,False
lcdb1000034374,129.625,True,138.612,True,True,False
lcdb1000034377,34.392,True,45.514,True,True,False
lcdb1000034379,49.696,True,65.177,True,True,False
lcdb1000034380,55.326,True,67.895,True,True,False
lcdb1000034383,42.809,True,45.357,True,True,False
lcdb1000034387,136.133,True,141.204,True,True,False
lcdb1000034388,66.442,True,118.334,True,True,False
lcdb1000034391,60.31,True,87.563,True,True,False
lcdb1000034394,73.884,True,84.77,True,True,False
lcdb1000034397,62.405,True,88.153,True,True,False
lcdb1000034399,53.155,True,83.913,True,True,False
lcdb1000034404,33.198,True,40.09,True,True,False
lcdb1000034405,103.244,True,109.407,True,True,False
lcdb1000034406,56.984,True,72.191,True,True,False
lcdb1000034409,77.602,True,95.792,True,True,False
lcdb1000034410,122.243,True,131.784,True,True,False
lcdb1000034422,70.884,True,82.127,True,True,False
lcdb1000034434,47.436,True,65.138,True,True,False
lcdb1000034437,29.994,False,38.113,True,True,False
lcdb1000034449,49.881,True,58.884,True,True,False
lcdb1000034457,21.167,False,23.661,False,True,True
lcdb1000034459,36.608,True,43.062,True,True,False
lcdb1000034464,27.492,False,35.182,True,True,False
lcdb1000034473,49.496,True,54.423,True,True,False
lcdb1000034476,80.229,True,91.602,True,True,False
lcdb1000034480,19.61,False,22.597,False,True,True
lcdb1000034481,39.276,True,58.099,True,True,False
lcdb1000034490,89.497,True,121.535,True,True,False
lcdb1000034495,66.847,True,106.918,True,True,False
lcdb1000034506,30.486,True,60.214,True,True,False
lcdb1000034517,34.602,True,39.564,True,True,False
lcdb1000034519,27.398,False,43.786,True,True,False
lcdb1000034521,69.849,True,97.735,True,True,False
lcdb1000034527,35.069,True,67.649,True,True,False
lcdb1000034529,39.275,True,72.718,True,True,False
lcdb1000034537,48.56,True,64.702,True,True,False
lcdb1000034542,21.56,False,34.075,True,True,False
lcdb1000034546,19.923,False,34.243,True,True,False
lcdb1000034553,75.478,True,87.458,True,True,False
lcdb1000034554,31.109,True,44.22,True,True,False
lcdb1000034559,80.522,True,144.969,True,True,False
lcdb1000034564,52.433,True,65.68,True,True,False
lcdb1000034568,36.188,True,58.36,True,True,False
lcdb1000034569,51.202,True,61.658,True,True,False
lcdb1000034571,102.471,True,159.737,True,True,False
lcdb1000034577,33.747,True,46.326,True,True,False
lcdb1000034579,33.399,True,49.509,True,True,False
lcdb1000034601,30.106,True,40.005,True,True,False
lcdb1000034602,34.619,True,69.213,True,True,False
lcdb1000034603,51.879,True,54.328,True,True,False
lcdb1000034606,26.348,False,33.336,True,True,False
lcdb1000034607,59.293,True,63.448,True,True,False
lcdb1000034608,33.627,True,49.966,True,True,False
lcdb1000034613,30.396,True,41.153,True,True,False
lcdb1000034623,69.363,True,75.51,True,True,False
lcdb1000034631,100.941,True,107.364,True,True,False
lcdb1000034636,53.781,True,57.057,True,True,False
lcdb1000034642,41.847,True,52.248,True,True,False
lcdb1000034649,33.306,True,46.798,True,True,False
lcdb1000034656,270.31,True,270.907,True,True,False
lcdb1000034683,72.932,True,105.229,True,True,False
lcdb1000034698,42.111,True,83.168,True,True,False
lcdb1000034708,453.497,True,480.259,True,True,False
lcdb1000034727,49.027,True,67.114,True,True,False
lcdb1000034728-part-1,200.949,True,208.841,True,True,False
lcdb1000034728-part-2,4.599,False,5.104,False,False,False
lcdb1000034736,22.517,False,26.54,False,True,True
lcdb1000034739,210.727,True,253.379,True,True,False
lcdb1000034741,71.503,True,106.478,True,True,False
lcdb1000034745,31.809,True,41.506,True,True,False
lcdb1000034763,64.05,True,77.393,True,True,False
lcdb1000034765,32.682,True,41.016,True,True,False
lcdb1000034766,56.426,True,67.503,True,True,False
lcdb1000034767,75.093,True,95.473,True,True,False
lcdb1000034770,54.26,True,59.339,True,True,False
lcdb1000034774,55.842,True,66.308,True,True,False
lcdb1000034780,24.912,False,29.517,False,True,True
lcdb1000034782,88.572,True,143.321,True,True,False
lcdb1000034783,39.691,True,45.751,True,True,False
lcdb1000034784,124.071,True,159.137,True,True,False
lcdb1000034785,275.853,True,277.549,True,True,False
lcdb1000034786,115.97,True,226.729,True,True,False
lcdb1000034787,87.074,True,94.106,True,True,False
lcdb1000034788,78.653,True,91.99,True,True,False
lcdb1000034789,34.836,True,36.64,True,True,False
lcdb1000034790,43.953,True,85.0,True,True,False
lcdb1000034791,177.665,True,199.499,True,True,False
lcdb1000034792,262.53,True,269.173,True,True,False
lcdb1000034794,128.502,True,135.86,True,True,False
lcdb1000034795,57.534,True,101.686,True,True,False
lcdb1000034797,70.956,True,102.061,True,True,False
lcdb1000034798,188.514,True,203.323,True,True,False
lcdb1000034799,145.891,True,154.307,True,True,False
lcdb1000034800,29.966,False,32.201,True,True,False
lcdb1000034801,161.645,True,172.309,True,True,False
lcdb1000034804,58.838,True,70.215,True,True,False
lcdb1000034807,59.099,True,71.166,True,True,False
lcdb1000034808,32.519,True,39.205,True,True,False
lcdb1000034814,93.222,True,111.392,True,True,False
lcdb1000034818,95.789,True,138.502,True,True,False
lcdb1000034820,123.39,True,127.541,True,True,False
lcdb1000034821,79.616,True,81.99,True,True,False
lcdb1000034822,89.982,True,140.126,True,True,False
lcdb1000034823,170.42,True,202.752,True,True,False
lcdb1000034824,46.171,True,64.765,True,True,False
lcdb1000034825,56.416,True,71.664,True,True,False
lcdb1000034826,153.234,True,162.695,True,True,False
lcdb1000034827,66.274,True,81.997,True,True,False
lcdb1000034828,57.277,True,110.063,True,True,False
lcdb1000034829,66.983,True,98.042,True,True,False
lcdb1000034830,65.513,True,121.49,True,True,False
lcdb1000034831,47.633,True,67.069,True,True,False
lcdb1000034832,176.607,True,180.766,True,True,False
lcdb1000034833,97.105,True,124.503,True,True,False
lcdb1000034836,88.669,True,123.983,True,True,False
lcdb1000034838,95.735,True,137.709,True,True,False
lcdb1000034840,37.709,True,44.028,True,True,False
lcdb1000034846,174.213,True,185.914,True,True,False
lcdb1000034851,86.656,True,99.931,True,True,False
lcdb1000034853,60.439,True,65.767,True,True,False
lcdb1000034854,208.92,True,237.999,True,True,False
lcdb1000034855,129.492,True,131.907,True,True,False
lcdb1000034860,69.309,True,73.674,True,True,False
lcdb1000034862,67.36,True,97.471,True,True,False
lcdb1000034867,31.801,True,34.762,True,True,False
lcdb1000034869,63.607,True,89.556,True,True,False
lcdb1000034872,58.493,True,79.47,True,True,False
lcdb1000034874,45.581,True,87.797,True,True,False
lcdb1000034875,70.56,True,91.05,True,True,False
lcdb1000034878,169.117,True,183.006,True,True,False
lcdb1000034879,37.141,True,41.366,True,True,False
lcdb1000034882,99.863,True,127.925,True,True,False
lcdb1000034883,75.511,True,101.315,True,True,False
lcdb1000034887,146.006,True,152.547,True,True,False
lcdb1000034888,108.654,True,115.357,True,True,False
lcdb1000034889,156.285,True,169.978,True,True,False
lcdb1000034893,35.276,True,45.505,True,True,False
lcdb1000034894,46.088,True,61.694,True,True,False
lcdb1000034895,37.549,True,61.32,True,True,False
lcdb1000034897,40.377,True,51.276,True,True,False
lcdb1000034899,26.927,False,34.108,True,True,False
lcdb1000034900,38.437,True,51.286,True,True,False
lcdb1000034901,31.532,True,50.659,True,True,False
lcdb1000034902,5.536,False,6.017,False,False,False
lcdb1000034903,111.626,True,207.317,True,True,False
lcdb1000034904,17.973,False,21.079,False,True,True
lcdb1000034915,50.164,True,65.204,True,True,False
lcdb1000034917,73.047,True,100.167,True,True,False
lcdb1000034918,80.901,True,152.347,True,True,False
lcdb1000034924,80.311,True,87.582,True,True,False
lcdb1000034928,155.069,True,197.996,True,True,False
lcdb1000034930,73.87,True,75.838,True,True,False
lcdb1000034934,56.641,True,73.103,True,True,False
lcdb1000034935,86.07,True,92.532,True,True,False
lcdb1000034942,36.368,True,56.156,True,True,False
lcdb1000034944,40.862,True,54.773,True,True,False
lcdb1000034948,119.48,True,124.63,True,True,False
lcdb1000034950,102.651,True,143.171,True,True,False
lcdb1000034953,73.935,True,78.304,True,True,False
lcdb1000034954,66.626,True,86.602,True,True,False
lcdb1000034961,95.242,True,98.405,True,True,False
lcdb1000034962,97.377,True,114.752,True,True,False
lcdb1000034966,46.987,True,59.331,True,True,False
lcdb1000034967,31.731,True,63.182,True,True,False
lcdb1000034975,36.445,True,47.752,True,True,False
lcdb1000034980,37.747,True,62.616,True,True,False
lcdb1000034981,21.774,False,23.055,False,True,True
lcdb1000034986,115.309,True,152.171,True,True,False
lcdb1000034987,43.898,True,54.143,True,True,False
lcdb1000034988,34.187,True,63.477,True,True,False
lcdb1000034991,92.174,True,103.062,True,True,False
lcdb1000034996,34.148,True,35.622,True,True,False
lcdb1000035002,27.466,False,32.502,True,True,False
lcdb1000035007,66.987,True,85.866,True,True,False
lcdb1000035009,58.735,True,63.579,True,True,False
lcdb1000035021,112.487,True,215.258,True,True,False
lcdb1000035026,46.819,True,69.927,True,True,False
lcdb1000035038,55.617,True,60.022,True,True,False
lcdb1000035046,54.699,True,94.004,True,True,False
lcdb1000035048,41.041,True,48.927,True,True,False
lcdb1000035052,128.054,True,168.817,True,True,False
lcdb1000035053,58.234,True,71.052,True,True,False
lcdb1000035057,71.52,True,87.78,True,True,False
lcdb1000035059,43.084,True,51.023,True,True,False
lcdb1000035060,27.633,False,31.375,True,True,False
lcdb1000035062,61.963,True,68.802,True,True,False
lcdb1000035069,42.384,True,59.667,True,True,False
lcdb1000035070,105.696,True,131.16,True,True,False
lcdb1000035077,27.515,False,34.14,True,True,False
lcdb1000035084,39.485,True,46.694,True,True,False
lcdb1000035085,13.408,False,15.375,False,True,True
lcdb1000035087,167.009,True,202.28,True,True,False
lcdb1000035088,32.373,True,42.251,True,True,False
lcdb1000035090,29.798,False,31.652,True,True,False
lcdb1000035091,32.532,True,34.834,True,True,False
lcdb1000035095,136.238,True,168.35,True,True,False
lcdb1000035102,33.853,True,48.967,True,True,False
lcdb1000035122,33.841,True,35.17,True,True,False
lcdb1000035123,41.15,True,44.05,True,True,False
lcdb1000035125,24.265,False,26.187,False,True,True
lcdb1000035128,16.135,False,16.702,False,True,True
lcdb1000035129,24.565,False,29.365,False,True,True
lcdb1000035130,93.135,True,156.656,True,True,False
lcdb1000035131,55.575,True,73.994,True,True,False
lcdb1000035132,43.188,True,51.295,True,True,False
lcdb1000035133,51.433,True,59.051,True,True,False
lcdb1000035134,65.165,True,87.724,True,True,False
lcdb1000035135,62.662,True,69.853,True,True,False
lcdb1000035137,29.899,False,53.717,True,True,False
lcdb1000035138,99.225,True,135.972,True,True,False
lcdb1000035139,29.514,False,34.259,True,True,False
lcdb1000035140,117.067,True,133.719,True,True,False
lcdb1000035141,57.326,True,65.529,True,True,False
lcdb1000035143,80.354,True,87.35,True,True,False
lcdb1000035144,57.338,True,85.348,True,True,False
lcdb1000035145,39.826,True,40.801,True,True,False
lcdb1000035147,36.629,True,73.081,True,True,False
lcdb1000035148,51.697,True,87.814,True,True,False
lcdb1000035149,34.777,True,38.926,True,True,False
lcdb1000035150,251.094,True,273.314,True,True,False
lcdb1000035153,34.367,True,40.645,True,True,False
lcdb1000035154,45.063,True,58.641,True,True,False
lcdb1000035155,33.153,True,47.647,True,True,False
lcdb1000035157,36.168,True,58.278,True,True,False
lcdb1000035159,26.558,False,35.451,True,True,False
lcdb1000035160,44.373,True,62.352,True,True,False
lcdb1000035161,25.024,False,32.166,True,True,False
lcdb1000035165,38.824,True,47.443,True,True,False
lcdb1000035167,15.781,False,21.507,False,False,False
lcdb1000035168,61.872,True,80.832,True,True,False
lcdb1000035169,77.879,True,148.89,True,True,False
lcdb1000035170,27.466,False,33.376,True,True,False
lcdb1000035171,44.227,True,78.725,True,True,False
lcdb1000035172,97.341,True,120.593,True,True,False
lcdb1000035173,46.122,True,51.923,True,True,False
lcdb1000035175,125.899,True,147.818,True,True,False
lcdb1000035177,56.015,True,111.929,True,True,False
lcdb1000035178,40.688,True,47.139,True,True,False
lcdb1000035179,66.99,True,83.743,True,True,False
lcdb1000035182,90.61,True,105.445,True,True,False
lcdb1000035183,37.226,True,50.961,True,True,False
lcdb1000035187,37.839,True,50.819,True,True,False
lcdb1000035191,22.71,False,26.143,False,True,True
lcdb1000035196,54.446,True,59.674,True,True,False
lcdb1000035199,123.905,True,126.157,True,True,False
lcdb1000035201,65.382,True,92.863,True,True,False
lcdb1000035203,56.046,True,106.529,True,True,False
lcdb1000035209,47.29,True,52.86,True,True,False
lcdb1000035210,66.726,True,75.998,True,True,False
lcdb1000035213,31.272,True,38.344,True,True,False
lcdb1000035214,26.29,False,29.561,False,True,True
lcdb1000035218,38.584,True,43.846,True,True,False
lcdb1000035221,65.862,True,95.565,True,True,False
lcdb1000035223,100.383,True,199.605,True,True,False
lcdb1000035226,33.912,True,39.692,True,True,False
lcdb1000035229,27.038,False,37.388,True,True,False
lcdb1000035230,37.947,True,40.614,True,True,False
lcdb1000035231,26.089,False,29.742,False,True,True
lcdb1000035234,78.112,True,82.451,True,True,False
lcdb1000035236,57.29,True,74.584,True,True,False
lcdb1000035238,92.706,True,103.202,True,True,False
lcdb1000035239,20.79,False,23.795,False,True,True
lcdb1000035241,62.908,True,91.133,True,True,False
lcdb1000035244,99.992,True,132.94,True,True,False
lcdb1000035249,31.723,True,33.323,True,True,False
lcdb1000035252,36.027,True,44.44,True,True,False
lcdb1000035260,95.955,True,117.364,True,True,False
lcdb1000035261,32.247,True,37.131,True,True,False
lcdb1000035262,56.029,True,90.216,True,True,False
lcdb1000035265,35.001,True,53.37,True,True,False
lcdb1000035266,32.145,True,42.526,True,True,False
lcdb1000035268,38.253,True,45.679,True,True,False
lcdb1000035271,28.943,False,36.741,True,True,False
lcdb1000035272,98.405,True,151.958,True,True,False
lcdb1000035274,55.01,True,102.975,True,True,False
lcdb1000035277,21.728,False,25.371,False,True,True
lcdb1000035281,80.418,True,103.575,True,True,False
lcdb1000035286,121.153,True,128.092,True,True,False
lcdb1000035290,41.322,True,50.201,True,True,False
lcdb1000035291,66.602,True,76.364,True,True,False
lcdb1000035292,37.405,True,43.926,True,True,False
lcdb1000035293,43.791,True,54.132,True,True,False
lcdb1000035294,84.299,True,104.738,True,True,False
lcdb1000035295,224.179,True,439.655,True,True,False
lcdb1000035296,148.613,True,156.041,True,True,False
lcdb1000035297,54.309,True,59.757,True,True,False
lcdb1000035298,34.864,True,44.508,True,True,False
lcdb1000035299,75.122,True,83.414,True,True,False
lcdb1000035302,25.928,False,30.158,True,True,False
lcdb1000035303,17.726,False,20.517,False,True,True
lcdb1000035306,81.791,True,126.261,True,True,False
lcdb1000035309,70.196,True,91.757,True,True,False
lcdb1000035310,62.785,True,83.075,True,True,False
lcdb1000035313,103.933,True,120.496,True,True,False
lcdb1000035314,146.786,True,154.406,True,True,False
lcdb1000035315,46.017,True,68.136,True,True,False
lcdb1000035319,121.752,True,130.049,True,True,False
lcdb1000035320,139.629,True,157.833,True,True,False
lcdb1000035321,33.948,True,54.64,True,True,False
lcdb1000035323,48.758,True,66.616,True,True,False
lcdb1000035324,90.125,True,111.245,True,True,False
lcdb1000035325,31.38,True,38.238,True,True,False
lcdb1000035326,36.699,True,40.009,True,True,False
lcdb1000035327,107.417,True,141.608,True,True,False
lcdb1000035330,33.117,True,43.357,True,True,False
lcdb1000035331,298.315,True,439.833,True,True,False
lcdb1000035332,52.208,True,57.972,True,True,False
lcdb1000035335,201.988,True,379.073,True,True,False
lcdb1000035336,67.124,True,104.763,True,True,False
lcdb1000035339,37.939,True,41.16,True,True,False
lcdb1000035343,63.976,True,66.816,True,True,False
lcdb1000035347,66.343,True,87.94,True,True,False
lcdb1000035349,67.389,True,79.859,True,True,False
lcdb1000035352,109.024,True,143.397,True,True,False
lcdb1000035353,43.541,True,54.248,True,True,False
lcdb1000035355,35.358,True,38.234,True,True,False
lcdb1000035358,39.628,True,43.817,True,True,False
lcdb1000035359,43.805,True,52.13,True,True,False
lcdb1000035360,55.411,True,62.278,True,True,False
lcdb1000035362,26.237,False,34.038,True,True,False
lcdb1000035365,116.866,True,140.25,True,True,False
lcdb1000035369,59.22,True,63.942,True,True,False
lcdb1000035370,82.311,True,107.533,True,True,False
lcdb1000035371,57.613,True,113.324,True,True,False
lcdb1000035372,24.813,False,27.796,False,True,True
lcdb1000035373,104.843,True,115.658,True,True,False
lcdb1000035374,50.208,True,57.628,True,True,False
lcdb1000035378-part-1,516.305,True,517.15,True,True,False
lcdb1000035378-part-10,149.075,True,152.5,True,True,False
lcdb1000035378-part-11,161.432,True,179.761,True,True,False
lcdb1000035378-part-12,122.466,True,163.073,True,True,False
lcdb1000035378-part-13,92.456,True,129.829,True,True,False
lcdb1000035378-part-14,46.63,True,52.32,True,True,False
lcdb1000035378-part-15,53.314,True,64.802,True,True,False
lcdb1000035378-part-16,42.254,True,51.636,True,True,False
lcdb1000035378-part-17,43.151,True,57.198,True,True,False
lcdb1000035378-part-18,27.885,False,30.784,True,True,False
lcdb1000035378-part-19,27.165,False,30.79,True,True,False
lcdb1000035378-part-2,483.508,True,484.276,True,True,False
lcdb1000035378-part-20,28.521,False,33.05,True,True,False
lcdb1000035378-part-21,37.392,True,53.576,True,True,False
lcdb1000035378-part-22,33.873,True,51.998,True,True,False
lcdb1000035378-part-23,21.118,False,24.448,False,True,True
lcdb1000035378-part-24,27.479,False,38.289,True,True,False
lcdb1000035378-part-25,25.996,False,39.103,True,True,False
lcdb1000035378-part-26,24.599,False,35.127,True,True,False
lcdb1000035378-part-27,21.518,False,28.143,False,True,True
lcdb1000035378-part-28,20.906,False,28.471,False,True,True
lcdb1000035378-part-29,21.809,False,33.314,True,True,False
lcdb1000035378-part-3,379.294,True,379.873,True,True,False
lcdb1000035378-part-30,19.293,False,25.354,False,True,True
lcdb1000035378-part-31,19.593,False,29.756,False,True,True
lcdb1000035378-part-32,13.354,False,15.27,False,False,False
lcdb1000035378-part-33,12.921,False,15.574,False,False,False
lcdb1000035378-part-34,11.924,False,14.316,False,False,False
lcdb1000035378-part-35,11.057,False,13.63,False,False,False
lcdb1000035378-part-36,11.744,False,15.495,False,False,False
lcdb1000035378-part-37,8.217,False,10.377,False,False,False
lcdb1000035378-part-38,4.951,False,5.442,False,False,False
lcdb1000035378-part-39,2.458,False,2.565,False,False,False
lcdb1000035378-part-4,290.296,True,290.604,True,True,False
lcdb1000035378-part-40,4.163,False,4.983,False,False,False
lcdb1000035378-part-41,2.74,False,2.977,False,False,False
lcdb1000035378-part-42,1.977,False,2.145,False,False,False
lcdb1000035378-part-43,1.049,False,1.104,False,False,False
lcdb1000035378-part-44,1.051,False,1.112,False,False,False
lcdb1000035378-part-45,0.971,False,1.135,False,False,False
lcdb1000035378-part-46,0.472,False,0.492,False,False,False
lcdb1000035378-part-47,0.551,False,0.734,False,False,False
lcdb1000035378-part-5,358.832,True,361.395,True,True,False
lcdb1000035378-part-6,824.436,True,860.344,True,True,False
lcdb1000035378-part-7,439.902,True,451.085,True,True,False
lcdb1000035378-part-8,247.066,True,250.331,True,True,False
lcdb1000035378-part-9,299.793,True,323.584,True,True,False
lcdb1000035379,77.205,True,91.562,True,True,False
lcdb1000035381,76.066,True,144.189,True,True,False
lcdb1000035388,65.695,True,83.103,True,True,False
lcdb1000035391,26.221,False,28.437,False,True,True
lcdb1000035393,93.449,True,108.706,True,True,False
lcdb1000035394,50.251,True,59.058,True,True,False
lcdb1000035399,60.825,True,63.705,True,True,False
lcdb1000035400,122.881,True,124.496,True,True,False
lcdb1000035401,52.888,True,81.87,True,True,False
lcdb1000035402,67.858,True,94.647,True,True,False
lcdb1000035403,90.963,True,100.942,True,True,False
lcdb1000035404,61.849,True,69.531,True,True,False
lcdb1000035407,97.957,True,121.421,True,True,False
lcdb1000035408,95.26,True,97.523,True,True,False
lcdb1000035411,57.361,True,101.41,True,True,False
lcdb1000035417,210.495,True,212.435,True,True,False
lcdb1000035418,31.142,True,60.888,True,True,False
lcdb1000035422,23.51,False,26.8,False,True,True
lcdb1000035424,43.432,True,50.502,True,True,False
lcdb1000035425,22.323,False,28.911,False,True,True
lcdb1000035427,318.091,True,318.372,True,True,False
lcdb1000035429,45.27,True,50.124,True,True,False
lcdb1000035432,50.513,True,100.917,True,True,False
lcdb1000035434,173.069,True,178.87,True,True,False
lcdb1000035435,81.269,True,97.28,True,True,False
lcdb1000035437,71.628,True,97.182,True,True,False
lcdb1000035438,88.189,True,120.198,True,True,False
lcdb1000035439,46.762,True,67.927,True,True,False
lcdb1000035443,30.8,True,37.264,True,True,False
lcdb1000035446,35.503,True,44.753,True,True,False
lcdb1000035447,71.025,True,115.296,True,True,False
lcdb1000035448,48.167,True,54.792,True,True,False
lcdb1000035449,114.219,True,124.057,True,True,False
lcdb1000035450,53.908,True,66.056,True,True,False
lcdb1000035451,23.722,False,27.619,False,True,True
lcdb1000035453,77.642,True,98.384,True,True,False
lcdb1000035454,66.802,True,68.037,True,True,False
lcdb1000035457,69.682,True,84.608,True,True,False
lcdb1000035458,50.734,True,63.077,True,True,False
lcdb1000035459,57.366,True,64.865,True,True,False
lcdb1000035460,291.79,True,344.041,True,True,False
lcdb1000035461,94.989,True,101.651,True,True,False
lcdb1000035466,54.828,True,66.66,True,True,False
lcdb1000035467,44.65,True,57.327,True,True,False
lcdb1000035469,74.467,True,92.797,True,True,False
lcdb1000035470,121.943,True,127.352,True,True,False
lcdb1000035472,80.129,True,85.726,True,True,False
lcdb1000035473,65.217,True,83.173,True,True,False
lcdb1000035480,61.441,True,65.663,True,True,False
lcdb1000035483,55.822,True,76.522,True,True,False
lcdb1000035484,66.285,True,73.912,True,True,False
lcdb1000035485,63.152,True,84.206,True,True,False
lcdb1000035486,45.384,True,53.228,True,True,False
lcdb1000035488,72.113,True,141.076,True,True,False
lcdb1000035491,30.822,True,39.476,True,True,False
lcdb1000035492,105.683,True,188.32,True,True,False
lcdb1000035499,110.887,True,154.889,True,True,False
lcdb1000035501,112.464,True,153.92,True,True,False
lcdb1000035512,54.06,True,76.187,True,True,False
lcdb1000035515,51.594,True,73.709,True,True,False
lcdb1000035517,107.666,True,121.354,True,True,False
lcdb1000035518,466.755,True,473.688,True,True,False
lcdb1000035520,50.658,True,64.993,True,True,False
lcdb1000035526,24.71,False,29.48,False,True,True
lcdb1000035527,57.233,True,66.458,True,True,False
lcdb1000035535,38.718,True,48.228,True,True,False
lcdb1000035539-part-1,48.899,True,53.693,True,True,False
lcdb1000035539-part-2,3.839,False,4.373,False,False,False
lcdb1000035544,43.748,True,49.829,True,True,False
lcdb1000035545,43.634,True,52.557,True,True,False
lcdb1000035546,145.988,True,187.52,True,True,False
lcdb1000035547,49.105,True,51.983,True,True,False
lcdb1000035551,106.085,True,115.359,True,True,False
lcdb1000035552,68.828,True,95.989,True,True,False
lcdb1000035553,161.899,True,206.978,True,True,False
lcdb1000035554,54.033,True,56.644,True,True,False
lcdb1000035559-part-1,218.361,True,218.668,True,True,False
lcdb1000035559-part-2,0.844,False,1.07,False,False,False
lcdb1000035561,182.941,True,185.476,True,True,False
lcdb1000035569,41.004,True,70.068,True,True,False
lcdb1000035573,139.546,True,148.529,True,True,False
lcdb1000035576,38.173,True,45.355,True,True,False
lcdb1000035580,111.099,True,126.159,True,True,False
lcdb1000035581,76.194,True,92.412,True,True,False
lcdb1000035582,428.586,True,447.992,True,True,False
lcdb1000035584,79.67,True,91.631,True,True,False
